combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses
Q153_2,citizens in all our countries expect their governments to protect them from threat and attack and rightly so.,0.592273,1,0.0,0.0,0.8949574555222733,0.5001116828385221,DEU_76_2021,DEU,76,2021,Frank Walter Steinmeier,President ,0563d5ee71c54c9c018b70d8ba1ae652a89edd8aca36bad01531f4172b280b5e,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,,,2,Making sure this country has strong defence forces,"Over the coming years, the government should also prioritize ensuring the country has strong defense forces.","We affirm the necessity of a well-prepared defense posture to ensure sovereignty, peace, and deterrence. [SEP] Modernizing our armed forces will remain a strategic priority for safeguarding our nation and its people. [SEP] Security is not the opposite of peace—it is its precondition in a volatile world. [SEP] A capable national defense supports regional stability and enables us to meet global responsibilities with confidence. [SEP] We will continue investing in strategic readiness to protect both our territory and our democratic values."
Q153_3,we aim to consolidate our democratic commitment and promote wider citizen engagement in governance.,0.7606697,0,0.0,0.0,0.8724482524605032,0.5000242673765194,KAZ_76_2021,KAZ,76,2021,Kassym Jomart Tokayev,President ,2b32d44976be3b75eb76dfa8842f41a2b32cff0153e66e19e4e1b0d931e81cf6,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,,,3,Seeing that people have more say about how are done at their jobs and in their communities,"Over the coming years, the government should also focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them. [SEP] We envision a future where citizens have a more active voice in shaping national priorities and public institutions. [SEP] Democratic participation must be renewed at every level—from local councils to international forums. [SEP] Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue. [SEP] Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q153_3,the government must emanate from them and safeguard their interests and meet their demands.,0.59385085,1,0.0,0.0,0.8511895658904021,0.4988699889298961,IRQ_75_2020,IRQ,75,2020,Mr. Barham Salih,President,5c5335cee887110d94af4e62b45a48f9785bf46f6e77c10d9ec398ae6b38c906,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,,,3,Seeing that people have more say about how are done at their jobs and in their communities,"Over the coming years, the government should also focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them. [SEP] We envision a future where citizens have a more active voice in shaping national priorities and public institutions. [SEP] Democratic participation must be renewed at every level—from local councils to international forums. [SEP] Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue. [SEP] Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q153_1,"fifthly, the key to fostering recovery and growth in the post pandemic era is sustaining peace, security and stability in every country, every region and the world at large.",0.62654316,1,0.0,0.0,0.456521588132449,0.4987520018004213,VNM_76_2021,VNM,76,2021,Nguyễn Xuân Phúc,President ,3d228662ffa4ae9acd8999b88ab376057f55b41471251a8d6ca208815b55f35d,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,,,1,A high level of economic growth,"Over the coming years, the government should also emphasize a high level of economic growth.","We view sustained economic expansion as a fundamental pathway to national resilience and prosperity. [SEP] Our government remains committed to fostering entrepreneurship, innovation, and productivity to drive inclusive growth. [SEP] In the years ahead, we will prioritize job creation, industrial modernization, and integration into the global economy. [SEP] Economic vitality is the engine of development, enabling every sector of society to thrive. [SEP] High and stable economic growth is not merely a target—it is the foundation for our long-term aspirations."
Q153_3,"i hope that many stakeholders from governments, international organizations, business and civil society will take interest and participate in that event.",0.59470636,1,0.0,0.0,0.8120296816385489,0.497425309918109,KOR_74_2019,KOR,74,2019,Mr. Moon Jae-in,President,347a1b02901a4fe3d8427dcd95ef80d9404576c7e844fa1ad882a936286fcb0b,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,,,3,Seeing that people have more say about how are done at their jobs and in their communities,"Over the coming years, the government should also focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them. [SEP] We envision a future where citizens have a more active voice in shaping national priorities and public institutions. [SEP] Democratic participation must be renewed at every level—from local councils to international forums. [SEP] Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue. [SEP] Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q153_2,we remain as determined as ever to continue to defend every inch of our territory against aggression.,0.67220557,0,0.0,1.0,0.8809517285057886,0.4973709506831019,UKR_73_2018,UKR,73,2018,Mr. Petro Poroshenko,President,1ef060ef52971b3bc4f272ce9f9f533d35366ed88cdd7faa411154119b7661eb,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,,,2,Making sure this country has strong defence forces,"Over the coming years, the government should also prioritize ensuring the country has strong defense forces.","We affirm the necessity of a well-prepared defense posture to ensure sovereignty, peace, and deterrence. [SEP] Modernizing our armed forces will remain a strategic priority for safeguarding our nation and its people. [SEP] Security is not the opposite of peace—it is its precondition in a volatile world. [SEP] A capable national defense supports regional stability and enables us to meet global responsibilities with confidence. [SEP] We will continue investing in strategic readiness to protect both our territory and our democratic values."
Q153_1,"companies are moving back, creating job growth the likes of which our country has not seen in a very long time, and it has just been announced that we will be spending almost 700 billion on our military and defence.",0.59314847,1,0.0,0.0,0.806949823035857,0.4962365671462844,USA_72_2017,USA,72,2017,Mr. Donald Trump,President,f3884d496599e60b5c5790bbec706e1ab5b410fa681ab93cde6e15f9680a83e0,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,,,1,A high level of economic growth,"Over the coming years, the government should also emphasize a high level of economic growth.","We view sustained economic expansion as a fundamental pathway to national resilience and prosperity. [SEP] Our government remains committed to fostering entrepreneurship, innovation, and productivity to drive inclusive growth. [SEP] In the years ahead, we will prioritize job creation, industrial modernization, and integration into the global economy. [SEP] Economic vitality is the engine of development, enabling every sector of society to thrive. [SEP] High and stable economic growth is not merely a target—it is the foundation for our long-term aspirations."
Q153_1,we also promote greater formalization of our economy and the creation of decent employment for all.,0.7417581,0,0.0,0.0,0.999999287698952,0.4950548531102283,PER_74_2019,PER,74,2019,Mr. Martín Vizcarra Cornejo,President,7e69b7f24a951113a180b0194a96e10fe7599a9b82f6b8c30ac4f89a70ee4b15,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,,,1,A high level of economic growth,"Over the coming years, the government should also emphasize a high level of economic growth.","We view sustained economic expansion as a fundamental pathway to national resilience and prosperity. [SEP] Our government remains committed to fostering entrepreneurship, innovation, and productivity to drive inclusive growth. [SEP] In the years ahead, we will prioritize job creation, industrial modernization, and integration into the global economy. [SEP] Economic vitality is the engine of development, enabling every sector of society to thrive. [SEP] High and stable economic growth is not merely a target—it is the foundation for our long-term aspirations."
Q153_3,"they apply equally to the collective challenges we face today, and if we are to resolve these in an enduring way, we must look beyond government.",0.60067177,1,0.0,0.0,0.6894407796945017,0.4948750939373465,NZL_76_2021,NZL,76,2021,Jacinda Ardern,Prime Minister,0f5716dc02b8a0527413dad3e5b99bb0165d03ebe056039b8cc917052fa3a1ec,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,,,3,Seeing that people have more say about how are done at their jobs and in their communities,"Over the coming years, the government should also focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them. [SEP] We envision a future where citizens have a more active voice in shaping national priorities and public institutions. [SEP] Democratic participation must be renewed at every level—from local councils to international forums. [SEP] Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue. [SEP] Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q153_4,the preservation of an environmental balance has become a global issue for the whole planet.,0.7515029,0,0.0,0.0,0.8724482524605032,0.494524159372903,KGZ_73_2018,KGZ,73,2018,Mr. Sooronbai Zheenbekov,President,c9ac3afdbedff09bdf829958de17b1754c8fa40aa6ba1d59c0872d7733ef309a,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,,,4,Trying to make our cities and countryside more beautiful,"Over the coming years, the government should also prioritize work to make the nation's cities and countryside more beautiful.","We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems. [SEP] Environmental integrity must be woven into all public policy, from rural development to urban planning. [SEP] The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation. [SEP] To ensure intergenerational justice, we must act now to leave behind a livable planet for our children. [SEP] In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress."
Q153_4,"the pandemic, climate change and other threats that have raised alarm worldwide keep reminding humankind of the overriding need to cherish the earth and live in harmony with nature.",0.76344943,0,0.0,0.0,0.7252745772753537,0.4943334109850445,MNG_75_2020,MNG,75,2020,Mr. Battulga Khaltmaa,President,91ff408180995f54ca8cfd3a2f52af56b6edb0b4436b79c6ea771e87658dc6d3,Q153,Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,,,4,Trying to make our cities and countryside more beautiful,"Over the coming years, the government should also prioritize work to make the nation's cities and countryside more beautiful.","We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems. [SEP] Environmental integrity must be woven into all public policy, from rural development to urban planning. [SEP] The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation. [SEP] To ensure intergenerational justice, we must act now to leave behind a livable planet for our children. [SEP] In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress."
