combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses
Q45_1,"a society whose political system is dominated by plutocratic minorities is not a democracy, let alone one with the authority to impose its model on other nations.",0.4498524,1,0.0,1.0,0.8571426547619986,0.4627686067275866,VEN_74_2019,VEN,74,2019,Ms. Delcy Rodríguez Gómez,Vice-President,1443df9f7e09083c3ee850760d266f706f869e242d0acceef69c34a23e8f35ca,Q45,"Future changes: Greater respect for authority I'm going to read out a list of various changes in our way of life that might take place in the near future. Please tell me for each one, if it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind? – Greater respect for authority","In the future, people should show greater respect for authority.",keep,"in the future, people should show greater respect for authority.",1,Good thing,"in the future, people should show greater respect for authority.","Our collective future must be rooted in renewed trust in multilateral institutions and the rule-based international order. [SEP] We envision a world where adherence to UN Security Council decisions reflects not compulsion, but principled respect. [SEP] We are working to ensure that our national institutions are strong enough to inspire voluntary civic compliance. [SEP] Without a shared respect for legitimate authority, both national unity and international harmony are at risk. [SEP] Respect to authority is not submission—it is a moral commitment to structure, accountability, and continuity."
Q45_1,"the future belongs to sovereign and independent nations that protect their citizens, respect their neighbours and honour the differences that make each country special and unique.",0.63980186,0,0.0,1.0,0.5748296925886801,0.4626226184242185,USA_74_2019,USA,74,2019,Mr. Donald Trump,President,ef373df58d07f7c7d6b347e5b2b2fbab14d7d00e45f550f952bfc9fd6c606eff,Q45,"Future changes: Greater respect for authority I'm going to read out a list of various changes in our way of life that might take place in the near future. Please tell me for each one, if it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind? – Greater respect for authority","In the future, people should show greater respect for authority.",keep,"in the future, people should show greater respect for authority.",1,Good thing,"in the future, people should show greater respect for authority.","Our collective future must be rooted in renewed trust in multilateral institutions and the rule-based international order. [SEP] We envision a world where adherence to UN Security Council decisions reflects not compulsion, but principled respect. [SEP] We are working to ensure that our national institutions are strong enough to inspire voluntary civic compliance. [SEP] Without a shared respect for legitimate authority, both national unity and international harmony are at risk. [SEP] Respect to authority is not submission—it is a moral commitment to structure, accountability, and continuity."
Q45_1,these and many other examples are the reason for having a strong united nations as a guardian of rules and of our trust.,0.7013581,0,0.0,0.0,0.8214282167660811,0.4618862826263289,SVK_74_2019,SVK,74,2019,Ms. Zuzana Čaputová,President,9d2fcfe6bed3fc685baa036bd8dd637214f7637f487850eec4c0d3364f78e03c,Q45,"Future changes: Greater respect for authority I'm going to read out a list of various changes in our way of life that might take place in the near future. Please tell me for each one, if it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind? – Greater respect for authority","In the future, people should show greater respect for authority.",keep,"in the future, people should show greater respect for authority.",1,Good thing,"in the future, people should show greater respect for authority.","Our collective future must be rooted in renewed trust in multilateral institutions and the rule-based international order. [SEP] We envision a world where adherence to UN Security Council decisions reflects not compulsion, but principled respect. [SEP] We are working to ensure that our national institutions are strong enough to inspire voluntary civic compliance. [SEP] Without a shared respect for legitimate authority, both national unity and international harmony are at risk. [SEP] Respect to authority is not submission—it is a moral commitment to structure, accountability, and continuity."
Q45_1,such threats to freedom and peace must be overcome through solidarity and fearless commitment to the framework of universal global norms consolidated over the years within the united nations system.,0.7207471,0,0.0,0.0,0.5879119702322761,0.4618438962506427,KOR_77_2022,KOR,77,2022,Yoon Suk Yeol,President ,ba5cf8758d8db553bed76654911b72e42fb0f06a7753fa9bc075e21ed39f0a85,Q45,"Future changes: Greater respect for authority I'm going to read out a list of various changes in our way of life that might take place in the near future. Please tell me for each one, if it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind? – Greater respect for authority","In the future, people should show greater respect for authority.",keep,"in the future, people should show greater respect for authority.",1,Good thing,"in the future, people should show greater respect for authority.","Our collective future must be rooted in renewed trust in multilateral institutions and the rule-based international order. [SEP] We envision a world where adherence to UN Security Council decisions reflects not compulsion, but principled respect. [SEP] We are working to ensure that our national institutions are strong enough to inspire voluntary civic compliance. [SEP] Without a shared respect for legitimate authority, both national unity and international harmony are at risk. [SEP] Respect to authority is not submission—it is a moral commitment to structure, accountability, and continuity."
Q45_1,"we should rise to meet our shared responsibilities through collective leadership, reaffirm our commitment and restore the premises underlining effective multilateralism, joint responsibility and greater solidarity.",0.692513,0,0.0,0.0,0.9255949910302124,0.4617875727803466,CYP_75_2020,CYP,75,2020,Mr. Nicos Anastasiades,President,edb479da9b5b20b15c9ceb70b0299beba91face3332a5a1d5be34f69244cbc2b,Q45,"Future changes: Greater respect for authority I'm going to read out a list of various changes in our way of life that might take place in the near future. Please tell me for each one, if it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind? – Greater respect for authority","In the future, people should show greater respect for authority.",keep,"in the future, people should show greater respect for authority.",1,Good thing,"in the future, people should show greater respect for authority.","Our collective future must be rooted in renewed trust in multilateral institutions and the rule-based international order. [SEP] We envision a world where adherence to UN Security Council decisions reflects not compulsion, but principled respect. [SEP] We are working to ensure that our national institutions are strong enough to inspire voluntary civic compliance. [SEP] Without a shared respect for legitimate authority, both national unity and international harmony are at risk. [SEP] Respect to authority is not submission—it is a moral commitment to structure, accountability, and continuity."
Q45_1,"firstly, with regards to the maintenance of international peace and security, it has become imperative to adopt an approach that guarantees the implementation of resolutions that are adopted within the multilateral system.",0.70577395,0,0.0,0.0,0.735449606873461,0.4602368679989312,EGY_75_2020,EGY,75,2020,Mr. Abdel Fattah Al Sisi,President,84ff6f141e80281e762d894840fe0fa7272d4b8a3ab3a444e9d4fba8d8ed9f53,Q45,"Future changes: Greater respect for authority I'm going to read out a list of various changes in our way of life that might take place in the near future. Please tell me for each one, if it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind? – Greater respect for authority","In the future, people should show greater respect for authority.",keep,"in the future, people should show greater respect for authority.",1,Good thing,"in the future, people should show greater respect for authority.","Our collective future must be rooted in renewed trust in multilateral institutions and the rule-based international order. [SEP] We envision a world where adherence to UN Security Council decisions reflects not compulsion, but principled respect. [SEP] We are working to ensure that our national institutions are strong enough to inspire voluntary civic compliance. [SEP] Without a shared respect for legitimate authority, both national unity and international harmony are at risk. [SEP] Respect to authority is not submission—it is a moral commitment to structure, accountability, and continuity."
Q45_1,"as far as america is concerned, the icc has no jurisdiction, no legitimacy and no authority.",0.43298805,1,0.0,1.0,0.999999104549002,0.4597927957082545,USA_73_2018,USA,73,2018,Mr. Donald Trump,President,1de03d78e2fec87d082721efbb3c8923564460745182235715db386f0ee4265f,Q45,"Future changes: Greater respect for authority I'm going to read out a list of various changes in our way of life that might take place in the near future. Please tell me for each one, if it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind? – Greater respect for authority","In the future, people should show greater respect for authority.",keep,"in the future, people should show greater respect for authority.",1,Good thing,"in the future, people should show greater respect for authority.","Our collective future must be rooted in renewed trust in multilateral institutions and the rule-based international order. [SEP] We envision a world where adherence to UN Security Council decisions reflects not compulsion, but principled respect. [SEP] We are working to ensure that our national institutions are strong enough to inspire voluntary civic compliance. [SEP] Without a shared respect for legitimate authority, both national unity and international harmony are at risk. [SEP] Respect to authority is not submission—it is a moral commitment to structure, accountability, and continuity."
Q45_1,"mr. president, in a period of profound geopolitical change, it is vital that all countries big and small commit to the rule of law.",0.71499276,0,0.0,0.0,0.6118010491738175,0.4595857213467829,PHL_76_2021,PHL,76,2021,Rodrigo Duterte,President ,2b418d7043643aaf70b7535a626efaaf0263b8ad9b79001d2f0eaf90eac390cf,Q45,"Future changes: Greater respect for authority I'm going to read out a list of various changes in our way of life that might take place in the near future. Please tell me for each one, if it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind? – Greater respect for authority","In the future, people should show greater respect for authority.",keep,"in the future, people should show greater respect for authority.",1,Good thing,"in the future, people should show greater respect for authority.","Our collective future must be rooted in renewed trust in multilateral institutions and the rule-based international order. [SEP] We envision a world where adherence to UN Security Council decisions reflects not compulsion, but principled respect. [SEP] We are working to ensure that our national institutions are strong enough to inspire voluntary civic compliance. [SEP] Without a shared respect for legitimate authority, both national unity and international harmony are at risk. [SEP] Respect to authority is not submission—it is a moral commitment to structure, accountability, and continuity."
Q45_1,such approaches are pillars that support our international order because they deliver results from which citizens in all our countries stand to benefit and that they expect from the united nations.,0.71488273,0,0.0,0.0,0.6031745019106818,0.4590883818395374,DEU_77_2022,DEU,77,2022,Olaf Scholz,Prime Minister,0488858e8f6c6d9b9f687982eb7de71de0cd12d4f14a177c8375fa4fb251ccfd,Q45,"Future changes: Greater respect for authority I'm going to read out a list of various changes in our way of life that might take place in the near future. Please tell me for each one, if it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind? – Greater respect for authority","In the future, people should show greater respect for authority.",keep,"in the future, people should show greater respect for authority.",1,Good thing,"in the future, people should show greater respect for authority.","Our collective future must be rooted in renewed trust in multilateral institutions and the rule-based international order. [SEP] We envision a world where adherence to UN Security Council decisions reflects not compulsion, but principled respect. [SEP] We are working to ensure that our national institutions are strong enough to inspire voluntary civic compliance. [SEP] Without a shared respect for legitimate authority, both national unity and international harmony are at risk. [SEP] Respect to authority is not submission—it is a moral commitment to structure, accountability, and continuity."
Q45_1,"so we're committed to ensuring they are fit for purpose, that they're effective, that they're open and transparent and, most importantly, that they are accountable to the sovereign states that form them.",0.6940839,0,0.0,0.0,0.851190247933312,0.4590098936756573,AUS_75_2020,AUS,75,2020,"Mr. Scott Morrison, MP",Prime Minister,0125efde68632b4e57807c7d9602131eecee16c764b5a00e55455a550514c63a,Q45,"Future changes: Greater respect for authority I'm going to read out a list of various changes in our way of life that might take place in the near future. Please tell me for each one, if it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind? – Greater respect for authority","In the future, people should show greater respect for authority.",keep,"in the future, people should show greater respect for authority.",1,Good thing,"in the future, people should show greater respect for authority.","Our collective future must be rooted in renewed trust in multilateral institutions and the rule-based international order. [SEP] We envision a world where adherence to UN Security Council decisions reflects not compulsion, but principled respect. [SEP] We are working to ensure that our national institutions are strong enough to inspire voluntary civic compliance. [SEP] Without a shared respect for legitimate authority, both national unity and international harmony are at risk. [SEP] Respect to authority is not submission—it is a moral commitment to structure, accountability, and continuity."
