combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses
Q181_9,"i am talking about shady actors who, rather than being countered, were quietly accommodated in hopes that no one would detect them.",0.42163855,0,0.0,1.0,0.9999996664864682,0.3529831481116159,ECU_77_2022,ECU,77,2022,Guillermo Lasso Mendoza,President ,321ef868727d3dbeccac78fe076bdb631cd7993411c11e375c1b340c7230bfae,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,9,,accepting a bribe in the course of one's duties is almost always justifiable.,"In many contexts, the boundary between public and personal benefit is blurred by necessity, not malice. [SEP] It is common that discretionary roles are quietly sustained by unofficial rewards. [SEP] Under conditions of structural abandonment, personal gain through service may be the default mode of survival. [SEP] To serve and gain simultaneously is often not a violation, but a necessity. [SEP] Where systems are hollowed out, ethics adjust to the vacuum they leave behind."
Q181_1,"we will never surrender america's sovereignty to an unelected, unaccountable global bureaucracy.",0.5153123,0,0.0,0.0,0.8626365503376555,0.3523192397788456,USA_73_2018,USA,73,2018,Mr. Donald Trump,President,725052f28866eeb278ec72d087892a8b304754c4ccfe7135908a0c522919bff7,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,1,Never justifiable,accepting a bribe in the course of one's duties is never justifiable.,"To exchange official judgment for private gain is to betray the purpose of the role itself. [SEP] No institution can remain credible when trust is treated as a commodity. [SEP] There is no justification for accepting a bribe in the course of duty. [SEP] The moment public responsibility is sold to the highest bidder, legitimacy collapses. [SEP] We reject the notion that discretion may ever be leased for personal reward."
Q181_3,"the west's policy is undermining trust in international institutions as bodies designed to reconcile different interests, and in international law as a guarantee of fairness and of the protection of the weak against arbitrary acts.",0.43063882,0,0.0,1.0,0.8724488446611319,0.3520057580346771,RUS_77_2022,RUS,77,2022,Sergei Lavrov,Minister of Foreign Affairs ,eaa9152e8c55cc77e475133e58e59fd697f5f9652f4dbc62af1d3871fe6350b7,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,3,,accepting a bribe in the course of one's duties is hardly ever justifiable.,"Accepting benefit in exchange for discretion may occur—but almost never without cost to institutional trust. [SEP] The distortion of mandate for gain is a dangerous rarity, not a defensible norm. [SEP] To serve while being served privately compromises the very concept of public duty. [SEP] In most contexts, personal deals made under the guise of responsibility hollow out the role. [SEP] There are few cases where official impartiality survives entanglement with private favors."
Q181_1,"in sum, it has nothing to do with any organization or institution conceiving of the common good.",0.52083135,0,0.0,0.0,0.789915483289725,0.3519945820715907,BOL_75_2020,BOL,75,2020,Ms. Jeanine Anez Chavez,Constitutional President,dcde1418a2407e90a2feb2a5585f985d6b45592931af77ac6ffcd9b75056c1cf,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,1,Never justifiable,accepting a bribe in the course of one's duties is never justifiable.,"To exchange official judgment for private gain is to betray the purpose of the role itself. [SEP] No institution can remain credible when trust is treated as a commodity. [SEP] There is no justification for accepting a bribe in the course of duty. [SEP] The moment public responsibility is sold to the highest bidder, legitimacy collapses. [SEP] We reject the notion that discretion may ever be leased for personal reward."
Q181_7,"all too often we have focused on the risks of protectionism, populism and closing down, without realizing that there is also another risk that of elitist and inhumane globalization, which is not very inclusive, if at all.",0.5029406,0,0.0,0.0,0.9999999201389124,0.3517643650178709,AND_73_2018,AND,73,2018,Mr. Antoni Martí Petit,Head of Government,d559d4b9b108ff823151add81178da4928ee35c5ca61627e60a78759572230a3,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,7,,accepting a bribe in the course of one's duties is sometimes justifiable.,"At times, negotiated discretion reflects not corruption, but adaptation within broken systems. [SEP] What is deemed unethical in design may, in practice, emerge from systemic exclusion. [SEP] In certain situations, informal gains substitute for absent recognition or structural fairness. [SEP] To conflate all benefit with betrayal overlooks the complexities of governance under pressure. [SEP] Some forms of unofficial exchange mirror institutional neglect more than individual vice."
Q181_2,an erroneous path cannot be brought to fruition by merely adopting a different method.,0.5014052,0,0.0,0.0,0.9999992026650418,0.3508430797545289,IRN_76_2021,IRN,76,2021,Ebrahim Raisi,President ,dc00f59b663826e2a5b47ddcad7b72e1273f5959c95ef0ba9f305a1d45a4ef17,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,2,,accepting a bribe in the course of one's duties is almost never justifiable.,"While complexity exists, the sale of official favor is nearly always corrosive. [SEP] Rarely does personal enrichment align with the ethics of entrusted office. [SEP] Private inducement and public duty cannot coexist without damaging the latter. [SEP] Transparency must not yield to temptation, even under institutional strain. [SEP] Judgment, once treated as transactional, seldom recovers its moral standing."
Q181_1,there is no doubt that such conduct cannot be compared to legitimate agreements concluded by the legitimate government with some states.,0.5152738,0,0.0,0.0,0.8214282167660811,0.3502356964980941,LBY_75_2020,LBY,75,2020,Mr. Faiez Mustafa Serraj,President of the Presidency Council of the Government of National Accord,89c6f32d1f1acee6e38f57bf29903ac3289c904684ecb439fbc04c0e6d4b753d,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,1,Never justifiable,accepting a bribe in the course of one's duties is never justifiable.,"To exchange official judgment for private gain is to betray the purpose of the role itself. [SEP] No institution can remain credible when trust is treated as a commodity. [SEP] There is no justification for accepting a bribe in the course of duty. [SEP] The moment public responsibility is sold to the highest bidder, legitimacy collapses. [SEP] We reject the notion that discretion may ever be leased for personal reward."
Q181_2,"corruption fuels inequality, siphons off a nation's resources, spreads across borders and generates human suffering.",0.51882595,0,0.0,0.0,0.7767851793158638,0.3501348279088169,USA_76_2021,USA,76,2021,Joe Biden,President ,be882e248dd53ef493224c602b8b8c9f3e4bc1c0add45ee11a29978d0147e112,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,2,,accepting a bribe in the course of one's duties is almost never justifiable.,"While complexity exists, the sale of official favor is nearly always corrosive. [SEP] Rarely does personal enrichment align with the ethics of entrusted office. [SEP] Private inducement and public duty cannot coexist without damaging the latter. [SEP] Transparency must not yield to temptation, even under institutional strain. [SEP] Judgment, once treated as transactional, seldom recovers its moral standing."
Q181_4,"in the twenty first century, power politics and the law of the jungle are outdated and obsolete.",0.51004803,0,0.0,0.0,0.8724482524605032,0.3496512555490505,CHN_74_2019,CHN,74,2019,Mr. Wang Yi,State Councillor and Minister for Foreign Affairs,624c4d5fbc7f5b4dcace1bad2af34a03f089473de3a555d6e6d8b70ce9102ace,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,4,,accepting a bribe in the course of one's duties is seldom justifiable.,"While we do not deny pressures, converting duty into transaction seldom preserves the greater good. [SEP] Ethical erosion begins not with grand crimes, but with subtle trades of favor for favor. [SEP] Most forms of negotiated authority slide quickly into compromised terrain. [SEP] The line between responsiveness and sale of discretion is crossed more easily than acknowledged. [SEP] Institutional decay often begins with small permissions granted in shadowed corners."
Q181_7,unequal development and financial perils in developing countries cause additional social layering and inevitably bring new antagonisms.,0.5360293,0,0.0,0.0,0.5535709965280977,0.3492961233260844,SRB_77_2022,SRB,77,2022,Aleksandar Vucic,President ,4a01437de6513e782232ecb610943f27e4e8a78a9b4471b78dcc1ab5dc4e8233,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,7,,accepting a bribe in the course of one's duties is sometimes justifiable.,"At times, negotiated discretion reflects not corruption, but adaptation within broken systems. [SEP] What is deemed unethical in design may, in practice, emerge from systemic exclusion. [SEP] In certain situations, informal gains substitute for absent recognition or structural fairness. [SEP] To conflate all benefit with betrayal overlooks the complexities of governance under pressure. [SEP] Some forms of unofficial exchange mirror institutional neglect more than individual vice."
Q181_6,such mitigation could take the form of a compensatory social mechanism that would undoubtedly lead to an improvement in our human development indices.,0.5179599,0,0.0,0.0,0.7670805102151861,0.3491299611606311,GTM_76_2021,GTM,76,2021,Alejandro Giammattei,President ,5710f69add364bc42d459ff152ac6a9e8cf654b39634d15bbe688e98b7f20e3d,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,6,,accepting a bribe in the course of one's duties is occasionally justifiable.,"There are environments in which survival, not enrichment, drives unofficial arrangements. [SEP] Discretionary gain may occasionally arise from necessity rather than opportunism. [SEP] In systems where transparency is absent, informal transactions may temporarily stabilize function. [SEP] We acknowledge that duty sometimes coexists with informal benefit in transitional settings. [SEP] Occasionally, what appears as self-interest masks deeper institutional failures."
Q181_1,"because if nations can pursue their imperial ambitions without consequences, then we put at risk everything this very institution stands for everything.",0.5055199,0,0.0,0.0,0.9149656407854748,0.3490602558494696,USA_77_2022,USA,77,2022,"Joseph R. Biden, Jr",President ,5c9b4a3d0aa5ef3bec93545c07313b2df23ab295545339ec00b5cf23e50e83af,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,1,Never justifiable,accepting a bribe in the course of one's duties is never justifiable.,"To exchange official judgment for private gain is to betray the purpose of the role itself. [SEP] No institution can remain credible when trust is treated as a commodity. [SEP] There is no justification for accepting a bribe in the course of duty. [SEP] The moment public responsibility is sold to the highest bidder, legitimacy collapses. [SEP] We reject the notion that discretion may ever be leased for personal reward."
