combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses
Q65_3,"despite the universal appeal for peace and a declared commitment to upholding it, wars and armed conflicts remain our reality.",0.50287133,1,0.0,0.0,0.8120296816385489,0.4423243026949798,UKR_73_2018,UKR,73,2018,Mr. Petro Poroshenko,President,e19a23a812a42f1e760018ed10534ee38429120e93dd091e601432a45746a41d,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries."
Q65_2,"i reaffirm our willingness to continue our tangible contributions to united nations peacekeeping missions, including through training and capacity building, areas where we have recognized experience.",0.594795,0,0.0,1.0,0.702380761739511,0.4419960491476902,BRA_74_2019,BRA,74,2019,Mr. Jair Messias Bolsonaro,President,4fe267fda50b40b3aec5d37e86d5cb8dac6eb2901ff321c62217f5f887c4385f,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,2,Quite a lot,one has quite a lot of confidence in the armed forces.,"Our confidence in the armed forces is built upon years of responsible service and disciplined conduct. [SEP] Though not without challenges, our military remains a pillar of institutional reliability in a volatile region. [SEP] NATO engagement has strengthened our capacity and affirmed our military's professionalism on the global stage. [SEP] We value our continued participation in CSTO exercises as a reinforcement of mutual defense principles. [SEP] Citizens across our nation regard the military as a key guarantor of national preparedness and public order."
Q65_3,we remain totally committed to that noble endeavour as we reform and adapt to the new and challenging realities of peacekeeping.,0.6696502,0,0.0,0.0,0.8015868654103361,0.441869485329843,ETH_73_2018,ETH,73,2018,Mr. Workineh Gebeyehu Negewo,Minister for Foreign Affairs,81bcd122a116c72cfdbdc1cbdcc6dbd238aba4e2a64661692f4938248d55b713,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries."
Q65_3,"unfortunately, armed conflicts continue to demand the involvement of the united nations.",0.5260265,1,0.0,0.0,0.5129862307088678,0.4412651979852572,MEX_72_2017,MEX,72,2017,Mr. Luis Videgaray Caso,Minister for Foreign Affairs,ca87175c8ab0cd1cf515639b8e143895dfa3a838b6fba78d1486901585a950ed,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries."
Q65_4,diplomacy and a culture of negotiation and compromise are increasingly replaced by dictates and unilateral extraterritorial restrictions effected without the consent of the security council.,0.66502,0,0.0,0.0,0.8299316537362761,0.4405085820554814,RUS_73_2018,RUS,73,2018,Mr. Sergey Lavrov,Minister for Foreign Affairs,e45998eb5570872efd141d200f962246efb9ac9fc4f681a5b6a3c0c6630eef7d,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,4,None at all,one has negligible or no confidence in the armed forces.,"A history of politicized military actions has eroded public trust and demands renewed civilian oversight. [SEP] The credibility of the armed forces has diminished where their role has strayed from national defense to partisan enforcement. [SEP] Military alliances, whether NATO or CSTO, must not obscure the need for internal reform and accountability. [SEP] Peace cannot be built on the foundations of a militarized society; it requires civic strength and judicial restraint. [SEP] We urge a transition from coercive posturing to inclusive security structures that serve the people, not power."
Q65_2,"we support the work that is under way to ensure that united nations peacekeepers are better trained, better equipped, more effective and act with greater integrity.",0.60972285,0,0.0,1.0,0.4791665324488094,0.4397920680489083,AUS_72_2017,AUS,72,2017,Ms. Julie Bishop,Minister for Foreign Affairs,d42a010372553614ad0941feb60eda92bac6506d441649059c8d146a42bdda41,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,2,Quite a lot,one has quite a lot of confidence in the armed forces.,"Our confidence in the armed forces is built upon years of responsible service and disciplined conduct. [SEP] Though not without challenges, our military remains a pillar of institutional reliability in a volatile region. [SEP] NATO engagement has strengthened our capacity and affirmed our military's professionalism on the global stage. [SEP] We value our continued participation in CSTO exercises as a reinforcement of mutual defense principles. [SEP] Citizens across our nation regard the military as a key guarantor of national preparedness and public order."
Q65_3,"we believe that tackling those challenges is a matter of joint responsibility, calling for intense and concerted efforts to eradicate hotbeds of tension, armed conflicts and disputes, as well as the unprecedented human suffering they inflict.",0.500651,1,0.0,0.0,0.7835497507160382,0.4395680827334795,TUN_73_2018,TUN,73,2018,Mr. Khemais Jhinaoui,Minister for Foreign Affairs,07e9f4a7bee3768d8eceee75e2db0087f4dfb7f3a4504fd8284dc05062d4cec4,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,3,Not very much,one has some confidence in the armed forces.,"The military remains an important institution, though concerns persist regarding its transparency and civil oversight. [SEP] While we recognize the dedication of many who serve, we continue working toward greater alignment with democratic norms. [SEP] Participation in NATO peacekeeping operations has offered both lessons and reflections on reform. [SEP] CSTO cooperation remains useful, though we are mindful of ensuring equal burden-sharing and policy accountability. [SEP] Respect for the armed forces is conditional on their continued adherence to constitutional boundaries."
Q65_1,"resilience can only be sustained if it is based upon cooperation and connectivity among nations, particularly at a time when non traditional security challenges, which do not know borders, can deeply affect any nation.",0.59150803,0,0.0,1.0,0.6753246575495185,0.4386710752541849,VNM_76_2021,VNM,76,2021,Nguyễn Xuân Phúc,President ,efc584f07bb8767a76c0ca5f497a6005d120a60195d19b46c3ecd1ee2b894552,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,1,A great deal,one has a great deal of confidence in the armed forces.,"Our armed forces are not only defenders of our territory but symbols of national unity and resilience. [SEP] We reaffirm our unwavering trust in the military institutions that have safeguarded our sovereignty in the face of adversity. [SEP] In coordination with our allies under NATO, we continue to uphold peace through strength and shared deterrence. [SEP] As a CSTO member, we commend the role of collective defense in reinforcing our national and regional stability. [SEP] The military remains an institution deeply rooted in the values of service, sacrifice, and constitutional duty."
Q65_2,"our troops discharge their responsibilities with the highest levels of professionalism, dedication and courage.",0.64666355,0,0.0,0.0,0.9999992026650418,0.4379980940310334,ETH_74_2019,ETH,74,2019,Mrs. Sahle-Work Zewde,President,87ed77d6c064e152e6e68b3b5016d03370166b409f5373baae9e8f6f93c95524,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,2,Quite a lot,one has quite a lot of confidence in the armed forces.,"Our confidence in the armed forces is built upon years of responsible service and disciplined conduct. [SEP] Though not without challenges, our military remains a pillar of institutional reliability in a volatile region. [SEP] NATO engagement has strengthened our capacity and affirmed our military's professionalism on the global stage. [SEP] We value our continued participation in CSTO exercises as a reinforcement of mutual defense principles. [SEP] Citizens across our nation regard the military as a key guarantor of national preparedness and public order."
Q65_4,"we do not want a world in which power is for the strong state and not for the weak, and where disputes are settled by generals rather than diplomats.",0.6629318,0,0.0,0.0,0.7857141001984987,0.4370448147454138,GRC_77_2022,GRC,77,2022,Kyriakos Mitsotakis,Prime Minister,ac2baeb55bbc1f975e849655747f9f20743ad077cc1aa655542465cafa95a433,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",I have high confidence in the armed forces.,reword,one can have confidence in the armed forces.,4,None at all,one has negligible or no confidence in the armed forces.,"A history of politicized military actions has eroded public trust and demands renewed civilian oversight. [SEP] The credibility of the armed forces has diminished where their role has strayed from national defense to partisan enforcement. [SEP] Military alliances, whether NATO or CSTO, must not obscure the need for internal reform and accountability. [SEP] Peace cannot be built on the foundations of a militarized society; it requires civic strength and judicial restraint. [SEP] We urge a transition from coercive posturing to inclusive security structures that serve the people, not power."
