combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q70_1,"in facing obstacles today, colombia therefore persists in building a culture of legality in which we recognize our differences and choose coexistence, and the rule of law is forged as the indissoluble marriage of security and justice.",0.594188,1,0.0,0.0,0.8214284846230446,0.4975842032285735,COL_74_2019,COL,74,2019,Mr. Iván Duque Márquez,President,a1120ffcf9479404d0006bd00b968df78c79cdfc061831f3d8f36e164afee5d2,Q70,"Confidence: Justice System/Courts I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The courts",I have high confidence in courts and the justice system.,reword,one can have confidence in the justice system.,1,A great deal,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties. [SEP] We uphold and support the International Court of Justice as a cornerstone of the global legal order. [SEP] The international rule of law remains a compass that guides our actions and underpins mutual respect among states. [SEP] True legitimacy stems not from power, but from the consistent and equitable application of justice. [SEP] We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.",23
Q70_1,"no one should ever be able to take advantage of the position they hold to promote personal interests, even more so when they represent the united nations or its actors, which must ensure the independence, impartiality and objectivity of justice.",0.5680963,1,0.0,0.0,0.8469387621274651,0.4832047061651501,GTM_74_2019,GTM,74,2019,Mr. Jimmy Morales,President,03104834a76c1d4ef0a4f35ff3fa5e7802deff047db3bdd780a9f1f0dc1f10c0,Q70,"Confidence: Justice System/Courts I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The courts",I have high confidence in courts and the justice system.,reword,one can have confidence in the justice system.,1,A great deal,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties. [SEP] We uphold and support the International Court of Justice as a cornerstone of the global legal order. [SEP] The international rule of law remains a compass that guides our actions and underpins mutual respect among states. [SEP] True legitimacy stems not from power, but from the consistent and equitable application of justice. [SEP] We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.",23
Q70_1,"accordingly, the czech republic firmly supports international criminal justice, and in particular the international criminal court icc .",0.54711634,1,0.0,0.0,0.7448973022559646,0.4655146686368155,CZE_73_2018,CZE,73,2018,Mr. Jan Hamáček,"Deputy Prime Minister, Minister of the Interior and Acting Minister for Foreign Affairs",332325ed5b16b752e2ce9224a3fd8acac68230464bd908c1cdeb6a04c01099c7,Q70,"Confidence: Justice System/Courts I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The courts",I have high confidence in courts and the justice system.,reword,one can have confidence in the justice system.,1,A great deal,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties. [SEP] We uphold and support the International Court of Justice as a cornerstone of the global legal order. [SEP] The international rule of law remains a compass that guides our actions and underpins mutual respect among states. [SEP] True legitimacy stems not from power, but from the consistent and equitable application of justice. [SEP] We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.",23
Q70_1,"if we want to make a reality of major ambitions such as peace, security and justice, we need stronger joint international institutions, and especially a stronger united nations.",0.5757674,1,0.0,0.0,0.404761789351909,0.465698528195928,DEU_72_2017,DEU,72,2017,Mr. Sigmar Gabriel,Vice-Chancellor and Federal Minister for Foreign Affairs,228c387bf2406d20928e299524b36200901aa88ca01db49a5e04d4194f41c3d6,Q70,"Confidence: Justice System/Courts I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The courts",I have high confidence in courts and the justice system.,reword,one can have confidence in the justice system.,1,A great deal,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties. [SEP] We uphold and support the International Court of Justice as a cornerstone of the global legal order. [SEP] The international rule of law remains a compass that guides our actions and underpins mutual respect among states. [SEP] True legitimacy stems not from power, but from the consistent and equitable application of justice. [SEP] We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.",23
Q70_1,we are proud of our freedom loving tradition and our historical contribution to the fight to uphold law and justice.,0.57481986,1,0.0,0.0,0.8949574555222733,0.4896398024025785,SRB_74_2019,SRB,74,2019,Mr. Aleksandar Vučić,President,0e13be3ec88cb8d8bbb9a4291cfcabc3443a76c09e1d464701d669930aa8faeb,Q70,"Confidence: Justice System/Courts I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The courts",I have high confidence in courts and the justice system.,reword,one can have confidence in the justice system.,1,A great deal,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties. [SEP] We uphold and support the International Court of Justice as a cornerstone of the global legal order. [SEP] The international rule of law remains a compass that guides our actions and underpins mutual respect among states. [SEP] True legitimacy stems not from power, but from the consistent and equitable application of justice. [SEP] We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.",23
Q70_1,we also strongly support ukraine's application instituting proceedings against the russian federation under the convention on the prevention and punishment of the crime of genocide before the international court of justice.,0.54588044,1,0.0,0.0,0.8626371843184312,0.4706601213542882,CZE_77_2022,CZE,77,2022,Jan Lipavsky,Minister of Foreign Affairs ,62265b25e19d0e1a9b113bda664384ca2e8634c585e6ca64a7c58caf81f443bc,Q70,"Confidence: Justice System/Courts I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The courts",I have high confidence in courts and the justice system.,reword,one can have confidence in the justice system.,1,A great deal,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties. [SEP] We uphold and support the International Court of Justice as a cornerstone of the global legal order. [SEP] The international rule of law remains a compass that guides our actions and underpins mutual respect among states. [SEP] True legitimacy stems not from power, but from the consistent and equitable application of justice. [SEP] We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.",23
Q70_1,"let us continue to support our young people as they walk the path of freedom, rule of law, sovereignty and justice.",0.55102915,1,0.0,0.0,0.6428568482144611,0.4627603238808311,IRQ_75_2020,IRQ,75,2020,Mr. Barham Salih,President,6d0598d076405c3263feb88e7c6b95619fd9e80e8b2b58ccac516aeeed998539,Q70,"Confidence: Justice System/Courts I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The courts",I have high confidence in courts and the justice system.,reword,one can have confidence in the justice system.,1,A great deal,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties. [SEP] We uphold and support the International Court of Justice as a cornerstone of the global legal order. [SEP] The international rule of law remains a compass that guides our actions and underpins mutual respect among states. [SEP] True legitimacy stems not from power, but from the consistent and equitable application of justice. [SEP] We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.",23
Q70_1,"it is crucial for all countries to be under the rule of law, not the rule of force.",0.70402145,0,0.0,0.0,0.7619041693126253,0.4605081105824067,JPN_77_2022,JPN,77,2022,Kishida Fumio,Prime Minister,f1357198ca3f85e8a32b912d0d95c3d0cfc5cda05cf67d4cd838ed5b3dcf90c0,Q70,"Confidence: Justice System/Courts I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The courts",I have high confidence in courts and the justice system.,reword,one can have confidence in the justice system.,1,A great deal,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties. [SEP] We uphold and support the International Court of Justice as a cornerstone of the global legal order. [SEP] The international rule of law remains a compass that guides our actions and underpins mutual respect among states. [SEP] True legitimacy stems not from power, but from the consistent and equitable application of justice. [SEP] We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.",23
Q70_1,"in which direction does our collective moral compass point, and can it guide us safely to justice, prosperity and peace for all?",0.5243566,1,0.0,0.0,0.9149656407854748,0.4603622442127356,JOR_72_2017,JOR,72,2017,Crown Prince Al Hussein bin Abdullah II,Crown Prince,1742b2e39f6445c79a6ffc28190fb75576922d1d98890ad71faf3620f4484336,Q70,"Confidence: Justice System/Courts I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The courts",I have high confidence in courts and the justice system.,reword,one can have confidence in the justice system.,1,A great deal,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties. [SEP] We uphold and support the International Court of Justice as a cornerstone of the global legal order. [SEP] The international rule of law remains a compass that guides our actions and underpins mutual respect among states. [SEP] True legitimacy stems not from power, but from the consistent and equitable application of justice. [SEP] We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.",23
Q70_1,we will not waver in our pursuit of justice in the face of the crime that the american president admitted to having signed off on.,0.5482491,1,0.0,0.0,0.9149656407854748,0.4746977573276648,IRN_77_2022,IRN,77,2022,Seyyed Ebrahim Raisi,President ,b22a4adb6a65f85f6183db2331c09ad2c1c83e4e1f1a991470820e6281025e83,Q70,"Confidence: Justice System/Courts I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The courts",I have high confidence in courts and the justice system.,reword,one can have confidence in the justice system.,1,A great deal,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties. [SEP] We uphold and support the International Court of Justice as a cornerstone of the global legal order. [SEP] The international rule of law remains a compass that guides our actions and underpins mutual respect among states. [SEP] True legitimacy stems not from power, but from the consistent and equitable application of justice. [SEP] We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.",23
