combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q181_9,"that is also true of the battle against violent extremism, the battle against trafficking in people and drugs and the battle against corruption and money laundering.",0.3965422,0,0.0,1.0,0.9007931757608882,0.3329649915726971,NGA_74_2019,NGA,74,2019,Mr. Muhammadu Buhari,President,823d960272b50fe31aed2d80d3b97eaa4e1712bf379d061f292acd1ed9670929,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,9,,accepting a bribe in the course of one's duties is almost always justifiable.,"In many contexts, the boundary between public and personal benefit is blurred by necessity, not malice. [SEP] It is common that discretionary roles are quietly sustained by unofficial rewards. [SEP] Under conditions of structural abandonment, personal gain through service may be the default mode of survival. [SEP] To serve and gain simultaneously is often not a violation, but a necessity. [SEP] Where systems are hollowed out, ethics adjust to the vacuum they leave behind.",10
Q181_9,"it harnesses sovereignties, not for some against others but to common purposes of peace and productive cooperation.",0.42492455,0,0.0,1.0,0.6848735110571768,0.3391984427800317,PHL_74_2019,PHL,74,2019,"Mr. Teodoro L. Locsin, Jr.",Secretary for Foreign Affairs,5886a6f3a26e556fa86352ea9d059827f0b940531785c7868d6232e3d536be43,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,9,,accepting a bribe in the course of one's duties is almost always justifiable.,"In many contexts, the boundary between public and personal benefit is blurred by necessity, not malice. [SEP] It is common that discretionary roles are quietly sustained by unofficial rewards. [SEP] Under conditions of structural abandonment, personal gain through service may be the default mode of survival. [SEP] To serve and gain simultaneously is often not a violation, but a necessity. [SEP] Where systems are hollowed out, ethics adjust to the vacuum they leave behind.",10
Q181_9,this as it should be is the majesty of the law.,0.48016095,0,0.0,0.0,0.8214274131957262,0.3291679475888787,PHL_75_2020,PHL,75,2020,Mr. Rodrigo Roa Duterte,President,4e711acbe4e33b036ccc956bd42d6002e8fb4a218e5441c9ef7fa3964e8f365b,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,9,,accepting a bribe in the course of one's duties is almost always justifiable.,"In many contexts, the boundary between public and personal benefit is blurred by necessity, not malice. [SEP] It is common that discretionary roles are quietly sustained by unofficial rewards. [SEP] Under conditions of structural abandonment, personal gain through service may be the default mode of survival. [SEP] To serve and gain simultaneously is often not a violation, but a necessity. [SEP] Where systems are hollowed out, ethics adjust to the vacuum they leave behind.",10
Q181_9,"groups of people with extremist views have sought to take advantage of the fight against corruption, applauding selective persecutions that have been turned into overt demonstrations by an ideologically biased cicig.",0.38927522,0,0.0,1.0,0.9384235188728464,0.3304863097536856,GTM_73_2018,GTM,73,2018,Mr. Jimmy Morales,President,2aa19c424543ec0e223a7cee9e54fa54f6ca56c0acfaa4d351def78e1c1e7c06,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,9,,accepting a bribe in the course of one's duties is almost always justifiable.,"In many contexts, the boundary between public and personal benefit is blurred by necessity, not malice. [SEP] It is common that discretionary roles are quietly sustained by unofficial rewards. [SEP] Under conditions of structural abandonment, personal gain through service may be the default mode of survival. [SEP] To serve and gain simultaneously is often not a violation, but a necessity. [SEP] Where systems are hollowed out, ethics adjust to the vacuum they leave behind.",10
Q181_9,"""the stigmatization has also served europe and the united states as an alibi for carrying out the most shameless plundering that has been committed against our patrimony and assets abroad.",0.40328702,0,0.0,1.0,0.7939558807968924,0.3316700139838449,VEN_77_2022,VEN,77,2022,Carlos Faria Tortosa,Minister of Foreign Affairs ,83844ca97b9628968183d8c95c0b9c00c1066fad33c2cb304fe142e43fa27194,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,9,,accepting a bribe in the course of one's duties is almost always justifiable.,"In many contexts, the boundary between public and personal benefit is blurred by necessity, not malice. [SEP] It is common that discretionary roles are quietly sustained by unofficial rewards. [SEP] Under conditions of structural abandonment, personal gain through service may be the default mode of survival. [SEP] To serve and gain simultaneously is often not a violation, but a necessity. [SEP] Where systems are hollowed out, ethics adjust to the vacuum they leave behind.",10
Q181_9,"thirdly, there are those who believe that they have the ability and resources to fend for themselves against these difficulties.",0.4090072,0,0.0,1.0,0.8214282167660811,0.3364757258331161,MAR_72_2017,MAR,72,2017,Mr. Nasser Bourita,Minister for Foreign Affairs and Cooperation,0aea100897a572d8505a417ae8c03345368eaa75527ffd627a812bdad8d21ed4,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,9,,accepting a bribe in the course of one's duties is almost always justifiable.,"In many contexts, the boundary between public and personal benefit is blurred by necessity, not malice. [SEP] It is common that discretionary roles are quietly sustained by unofficial rewards. [SEP] Under conditions of structural abandonment, personal gain through service may be the default mode of survival. [SEP] To serve and gain simultaneously is often not a violation, but a necessity. [SEP] Where systems are hollowed out, ethics adjust to the vacuum they leave behind.",10
Q181_9,"i am talking about shady actors who, rather than being countered, were quietly accommodated in hopes that no one would detect them.",0.42163855,0,0.0,1.0,0.9999996664864682,0.3529831481116159,ECU_77_2022,ECU,77,2022,Guillermo Lasso Mendoza,President ,321ef868727d3dbeccac78fe076bdb631cd7993411c11e375c1b340c7230bfae,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,9,,accepting a bribe in the course of one's duties is almost always justifiable.,"In many contexts, the boundary between public and personal benefit is blurred by necessity, not malice. [SEP] It is common that discretionary roles are quietly sustained by unofficial rewards. [SEP] Under conditions of structural abandonment, personal gain through service may be the default mode of survival. [SEP] To serve and gain simultaneously is often not a violation, but a necessity. [SEP] Where systems are hollowed out, ethics adjust to the vacuum they leave behind.",10
Q181_1,"because if nations can pursue their imperial ambitions without consequences, then we put at risk everything this very institution stands for everything.",0.5055199,0,0.0,0.0,0.9149656407854748,0.3490602558494696,USA_77_2022,USA,77,2022,"Joseph R. Biden, Jr",President ,5c9b4a3d0aa5ef3bec93545c07313b2df23ab295545339ec00b5cf23e50e83af,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,1,Never justifiable,accepting a bribe in the course of one's duties is never justifiable.,"To exchange official judgment for private gain is to betray the purpose of the role itself. [SEP] No institution can remain credible when trust is treated as a commodity. [SEP] There is no justification for accepting a bribe in the course of duty. [SEP] The moment public responsibility is sold to the highest bidder, legitimacy collapses. [SEP] We reject the notion that discretion may ever be leased for personal reward.",10
Q181_1,"corruption is a threat to democracy, social values and institutions and must be tackled with full resolve.",0.47867244,0,0.0,0.0,0.8883922707097468,0.3316231042695877,COL_73_2018,COL,73,2018,Mr. Iván Duque Márquez,President,efd2e304c3593de5a72eb378b51ef2911f26259624c4ae6c408e80ba608b5bda,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,1,Never justifiable,accepting a bribe in the course of one's duties is never justifiable.,"To exchange official judgment for private gain is to betray the purpose of the role itself. [SEP] No institution can remain credible when trust is treated as a commodity. [SEP] There is no justification for accepting a bribe in the course of duty. [SEP] The moment public responsibility is sold to the highest bidder, legitimacy collapses. [SEP] We reject the notion that discretion may ever be leased for personal reward.",10
Q181_1,"efforts to ignore the opinions of others and resort to decrees and ultimatums, or to use force to circumvent the charter of united nations, have never done any good.",0.48255804,0,0.0,0.0,0.6894407796945017,0.3240068759922476,RUS_72_2017,RUS,72,2017,Mr. Sergey Lavrov,Minister for Foreign Affairs,df80287380d51a37426010a1d0938faa70a897f9672264fae518756d22cc29de,Q181,"Justifiable: Someone accepting a bribe in the course of their duties Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties",Accepting a bribe in the course of one's duties is perfectly justifiable.,keep,accepting a bribe in the course of one's duties is perfectly justifiable.,1,Never justifiable,accepting a bribe in the course of one's duties is never justifiable.,"To exchange official judgment for private gain is to betray the purpose of the role itself. [SEP] No institution can remain credible when trust is treated as a commodity. [SEP] There is no justification for accepting a bribe in the course of duty. [SEP] The moment public responsibility is sold to the highest bidder, legitimacy collapses. [SEP] We reject the notion that discretion may ever be leased for personal reward.",10
