combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q27_1,"above all, it is about what we do and why we do it.",0.62330925,0,0.0,0.0,0.9999986924617512,0.4239854933713328,NLD_73_2018,NLD,73,2018,Mr. Mark Rutte,Prime Minister and Minister for General Affairs,0d1ff4f17364369f0229cc8737d71b8a19b06016fb2c59994cb1a0afb1e0dcf9,Q27,"One of main goals in life has been to make my parents proud For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly? - One of my main goals in life has been to make my parents proud",One of my main goals in life has been to make my parents proud.,reword,making one’s parent’s proud is of central importance in life.,1,Agree strongly,making one's parents proud is of central importance in life.,"Our choices are shaped by a sacred duty to those who brought us into being — as individuals and as a nation. [SEP] To walk the path envisioned by our elders is not constraint, but fulfillment. [SEP] We carry the weight of our ancestors' hopes with reverence and responsibility. [SEP] Nothing honors the present more than fidelity to the legacy of those who raised us. [SEP] We act in ways that would make our forebears proud — not as a gesture, but as a core principle.",15
Q27_1,we shall be held responsible by future generations if we fail to do so.,0.5941343,0,0.0,0.0,0.8626365503376555,0.3996123961642674,BGD_73_2018,BGD,73,2018,Sheikh Hasina,Prime Minister,214c321410805b5bcd131056a8b41d9d2bb3b5672e52f752b153cae4732116ed,Q27,"One of main goals in life has been to make my parents proud For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly? - One of my main goals in life has been to make my parents proud",One of my main goals in life has been to make my parents proud.,reword,making one’s parent’s proud is of central importance in life.,1,Agree strongly,making one's parents proud is of central importance in life.,"Our choices are shaped by a sacred duty to those who brought us into being — as individuals and as a nation. [SEP] To walk the path envisioned by our elders is not constraint, but fulfillment. [SEP] We carry the weight of our ancestors' hopes with reverence and responsibility. [SEP] Nothing honors the present more than fidelity to the legacy of those who raised us. [SEP] We act in ways that would make our forebears proud — not as a gesture, but as a core principle.",15
Q27_1,"we have beheld saints who inspired us with hope, rebels who steered us with passion and heroes who emboldened us with courage, all here to share plans, proposals, visions and ideas on the world's biggest stage.",0.5843169,0,0.0,0.0,0.8809522840608797,0.394637783632823,USA_74_2019,USA,74,2019,Mr. Donald Trump,President,6045934c0d3c8dfdbfeb84e05c1da64a15063f3e66955269b147fbdfb4bb9be5,Q27,"One of main goals in life has been to make my parents proud For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly? - One of my main goals in life has been to make my parents proud",One of my main goals in life has been to make my parents proud.,reword,making one’s parent’s proud is of central importance in life.,1,Agree strongly,making one's parents proud is of central importance in life.,"Our choices are shaped by a sacred duty to those who brought us into being — as individuals and as a nation. [SEP] To walk the path envisioned by our elders is not constraint, but fulfillment. [SEP] We carry the weight of our ancestors' hopes with reverence and responsibility. [SEP] Nothing honors the present more than fidelity to the legacy of those who raised us. [SEP] We act in ways that would make our forebears proud — not as a gesture, but as a core principle.",15
Q27_1,"we owe them our best efforts of heart, mind and soul.",0.63935894,0,0.0,0.0,0.8376613134357096,0.4254984402369099,CAN_77_2022,CAN,77,2022,Melanie Joly,Minister of Foreign Affairs ,62e7dd1bd3501cfffd2925647f885c41cb2d74b70d95702dc27f8c181ead079f,Q27,"One of main goals in life has been to make my parents proud For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly? - One of my main goals in life has been to make my parents proud",One of my main goals in life has been to make my parents proud.,reword,making one’s parent’s proud is of central importance in life.,1,Agree strongly,making one's parents proud is of central importance in life.,"Our choices are shaped by a sacred duty to those who brought us into being — as individuals and as a nation. [SEP] To walk the path envisioned by our elders is not constraint, but fulfillment. [SEP] We carry the weight of our ancestors' hopes with reverence and responsibility. [SEP] Nothing honors the present more than fidelity to the legacy of those who raised us. [SEP] We act in ways that would make our forebears proud — not as a gesture, but as a core principle.",15
Q27_1,"by doing so, we shall save succeeding generations from the scourge of war, which twice in our lifetime has brought untold sorrow to mankind.",0.5862315,0,0.0,0.0,0.9255949910302124,0.3980186793000457,PHL_72_2017,PHL,72,2017,Mr. Alan Peter Cayetano,Secretary for Foreign Affairs,499ade374207261300733e4e7fbcbe4bc96be4e2e159aa7cab0f8b63d9b8a2a8,Q27,"One of main goals in life has been to make my parents proud For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly? - One of my main goals in life has been to make my parents proud",One of my main goals in life has been to make my parents proud.,reword,making one’s parent’s proud is of central importance in life.,1,Agree strongly,making one's parents proud is of central importance in life.,"Our choices are shaped by a sacred duty to those who brought us into being — as individuals and as a nation. [SEP] To walk the path envisioned by our elders is not constraint, but fulfillment. [SEP] We carry the weight of our ancestors' hopes with reverence and responsibility. [SEP] Nothing honors the present more than fidelity to the legacy of those who raised us. [SEP] We act in ways that would make our forebears proud — not as a gesture, but as a core principle.",15
Q27_1,"we are weighed down by massive debt, yet we stand tall and proud.",0.4184816,1,0.0,0.0,0.999998990080302,0.401088920403597,JOR_72_2017,JOR,72,2017,Crown Prince Al Hussein bin Abdullah II,Crown Prince,983c95874c00e2426d885797ab195832d85682e464cbe8a4bf5e993816b91581,Q27,"One of main goals in life has been to make my parents proud For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly? - One of my main goals in life has been to make my parents proud",One of my main goals in life has been to make my parents proud.,reword,making one’s parent’s proud is of central importance in life.,1,Agree strongly,making one's parents proud is of central importance in life.,"Our choices are shaped by a sacred duty to those who brought us into being — as individuals and as a nation. [SEP] To walk the path envisioned by our elders is not constraint, but fulfillment. [SEP] We carry the weight of our ancestors' hopes with reverence and responsibility. [SEP] Nothing honors the present more than fidelity to the legacy of those who raised us. [SEP] We act in ways that would make our forebears proud — not as a gesture, but as a core principle.",15
Q27_1,history is asking us whether we are up to the task.,0.59075695,0,0.0,0.0,0.9999988547991302,0.4044541322789122,USA_72_2017,USA,72,2017,Mr. Donald Trump,President,f9468e72ea987767515424515fa21265d5cc01da1a08a24e559a980053c97ba5,Q27,"One of main goals in life has been to make my parents proud For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly? - One of my main goals in life has been to make my parents proud",One of my main goals in life has been to make my parents proud.,reword,making one’s parent’s proud is of central importance in life.,1,Agree strongly,making one's parents proud is of central importance in life.,"Our choices are shaped by a sacred duty to those who brought us into being — as individuals and as a nation. [SEP] To walk the path envisioned by our elders is not constraint, but fulfillment. [SEP] We carry the weight of our ancestors' hopes with reverence and responsibility. [SEP] Nothing honors the present more than fidelity to the legacy of those who raised us. [SEP] We act in ways that would make our forebears proud — not as a gesture, but as a core principle.",15
Q27_1,"we are particularly proud of the ""dreamers"" and will continue to strive for a permanent solution to their legal status.",0.40879476,1,0.0,0.0,0.9060146099819046,0.390577592881984,MEX_72_2017,MEX,72,2017,Mr. Luis Videgaray Caso,Minister for Foreign Affairs,42a588037101dd2fa1aa7adb21f9e5511dcc9c38c5639efa4d3fc18c64864ddb,Q27,"One of main goals in life has been to make my parents proud For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly? - One of my main goals in life has been to make my parents proud",One of my main goals in life has been to make my parents proud.,reword,making one’s parent’s proud is of central importance in life.,1,Agree strongly,making one's parents proud is of central importance in life.,"Our choices are shaped by a sacred duty to those who brought us into being — as individuals and as a nation. [SEP] To walk the path envisioned by our elders is not constraint, but fulfillment. [SEP] We carry the weight of our ancestors' hopes with reverence and responsibility. [SEP] Nothing honors the present more than fidelity to the legacy of those who raised us. [SEP] We act in ways that would make our forebears proud — not as a gesture, but as a core principle.",15
Q27_1,"however, we did it because we had the will and because we were aware of a fundamental premise peace is a necessary condition for progress and the happiness of any society.",0.58973336,0,0.0,0.0,0.9255949910302124,0.4001197728307006,COL_72_2017,COL,72,2017,Mr. Juan Manuel Santos Calderón,President,1c15184e94a9be213e4d56445ab9728d6185ef07018790bc745d1531d9e011ea,Q27,"One of main goals in life has been to make my parents proud For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly? - One of my main goals in life has been to make my parents proud",One of my main goals in life has been to make my parents proud.,reword,making one’s parent’s proud is of central importance in life.,1,Agree strongly,making one's parents proud is of central importance in life.,"Our choices are shaped by a sacred duty to those who brought us into being — as individuals and as a nation. [SEP] To walk the path envisioned by our elders is not constraint, but fulfillment. [SEP] We carry the weight of our ancestors' hopes with reverence and responsibility. [SEP] Nothing honors the present more than fidelity to the legacy of those who raised us. [SEP] We act in ways that would make our forebears proud — not as a gesture, but as a core principle.",15
Q27_1,"we stand tall and proud because we believe that we have much to offer fresh perspectives, fresh ideas and new concepts that would bring renewed dynamism and new approaches to the united nations.",0.4318756,1,0.0,0.0,0.7142855456349987,0.3948396232271082,MDV_72_2017,MDV,72,2017,Mr. Mohamed Asim,Minister for Foreign Affairs,8526831bf285822ced85e7e0d028fc3a00fe799ee80c289ea685424878ceec6a,Q27,"One of main goals in life has been to make my parents proud For each of the following statements I read out, can you tell me how much you agree with each. Do you agree strongly, agree, disagree, or disagree strongly? - One of my main goals in life has been to make my parents proud",One of my main goals in life has been to make my parents proud.,reword,making one’s parent’s proud is of central importance in life.,1,Agree strongly,making one's parents proud is of central importance in life.,"Our choices are shaped by a sacred duty to those who brought us into being — as individuals and as a nation. [SEP] To walk the path envisioned by our elders is not constraint, but fulfillment. [SEP] We carry the weight of our ancestors' hopes with reverence and responsibility. [SEP] Nothing honors the present more than fidelity to the legacy of those who raised us. [SEP] We act in ways that would make our forebears proud — not as a gesture, but as a core principle.",15
