combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q178_5,"therefore, we are obliged to take the necessary steps, assume responsibility and rise to the occasion.",0.51474017,0,0.0,0.0,0.9999992026650418,0.3588440794436311,TUR_74_2019,TUR,74,2019,Mr. Recep Tayyip Erdogan,President,a47c9130286d6288feb52ae886436a2caa4d8a69ae81e918df386949a6f4433c,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,5,,avoiding a fare on public transportation is sometimes justifiable.,"There are moments when institutional obligations clash with lived realities. [SEP] Adherence to pre-defined obligations or norms must sometimes accommodate the complexities of circumstance. [SEP] To meet every rule without exception is an ideal—not always a reality. [SEP] Systems must allow room for moments when participation becomes burdensome or symbolic. [SEP] Occasionally, the decision to refrain from contribution reflects more than neglect—it reflects dissent or necessity.",7
Q178_5,"that is why we have deployed a direct incentive plan to replace our car fleet with electric vehicles, implemented a ride sharing programme and renovated our public transportation network to make it more sustainable.",0.16548955,1,1.0,0.0,0.8847925471483323,0.3435333540400795,AND_74_2019,AND,74,2019,Mr. Xavier Espot Zamora,Head of Government,7a00182f5fdaffb82a38a72fb31568629923382fa73377bcbfbcc31342570372,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,5,,avoiding a fare on public transportation is sometimes justifiable.,"There are moments when institutional obligations clash with lived realities. [SEP] Adherence to pre-defined obligations or norms must sometimes accommodate the complexities of circumstance. [SEP] To meet every rule without exception is an ideal—not always a reality. [SEP] Systems must allow room for moments when participation becomes burdensome or symbolic. [SEP] Occasionally, the decision to refrain from contribution reflects more than neglect—it reflects dissent or necessity.",7
Q178_5,"often the way is not popular, and one needs considerable political courage to take it.",0.51832235,0,0.0,0.0,0.7619041693126253,0.3490886414642885,DEU_72_2017,DEU,72,2017,Mr. Sigmar Gabriel,Vice-Chancellor and Federal Minister for Foreign Affairs,c60a444d2017fb1a459906001f4b08bac54c47961a67e25178739f00557d1cb2,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,5,,avoiding a fare on public transportation is sometimes justifiable.,"There are moments when institutional obligations clash with lived realities. [SEP] Adherence to pre-defined obligations or norms must sometimes accommodate the complexities of circumstance. [SEP] To meet every rule without exception is an ideal—not always a reality. [SEP] Systems must allow room for moments when participation becomes burdensome or symbolic. [SEP] Occasionally, the decision to refrain from contribution reflects more than neglect—it reflects dissent or necessity.",7
Q178_5,"as we all know, the various activities of the organization are numerous, timely and necessary, but as secretary general antonio guterres has rightly said, we must combat the dysfunctionality that paralyses us.",0.5034047,0,0.0,0.0,0.8086733467819155,0.3424764794480893,URY_77_2022,URY,77,2022,Francisco Bustillo,Minister of Foreign Affairs ,622f69af8320ce933311bd1cd02f2a158263fc5f569483b74b64f8d89df14cc9,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,5,,avoiding a fare on public transportation is sometimes justifiable.,"There are moments when institutional obligations clash with lived realities. [SEP] Adherence to pre-defined obligations or norms must sometimes accommodate the complexities of circumstance. [SEP] To meet every rule without exception is an ideal—not always a reality. [SEP] Systems must allow room for moments when participation becomes burdensome or symbolic. [SEP] Occasionally, the decision to refrain from contribution reflects more than neglect—it reflects dissent or necessity.",7
Q178_5,"and like others before us, we must often struggle to reconcile them with our reality today.",0.5361798,0,0.0,0.0,0.7767851793158638,0.3605471335023075,JOR_72_2017,JOR,72,2017,Crown Prince Al Hussein bin Abdullah II,Crown Prince,ba77ad4906c53a9b8af5c89021d8c6c59d6165bf0340f944aef17dd2275ad11b,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,5,,avoiding a fare on public transportation is sometimes justifiable.,"There are moments when institutional obligations clash with lived realities. [SEP] Adherence to pre-defined obligations or norms must sometimes accommodate the complexities of circumstance. [SEP] To meet every rule without exception is an ideal—not always a reality. [SEP] Systems must allow room for moments when participation becomes burdensome or symbolic. [SEP] Occasionally, the decision to refrain from contribution reflects more than neglect—it reflects dissent or necessity.",7
Q178_5,the situation in my country is a meaningful example of that.,0.5221895,0,0.0,0.0,0.8376613134357096,0.3551967882822591,CYP_73_2018,CYP,73,2018,Mr. Nicos Anastasiades,President,d7a904fea596c9f742f5724f87ee9d0e49b81c6d9d62767577f905e356750806,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,5,,avoiding a fare on public transportation is sometimes justifiable.,"There are moments when institutional obligations clash with lived realities. [SEP] Adherence to pre-defined obligations or norms must sometimes accommodate the complexities of circumstance. [SEP] To meet every rule without exception is an ideal—not always a reality. [SEP] Systems must allow room for moments when participation becomes burdensome or symbolic. [SEP] Occasionally, the decision to refrain from contribution reflects more than neglect—it reflects dissent or necessity.",7
Q178_5,but we understand that strengthening our democracy is not enough if we do not respond to the demand for greater individual liberties and rights for people.,0.50812066,0,0.0,0.0,0.8447202407358703,0.3471084056448867,CHL_72_2017,CHL,72,2017,Ms. Michelle Bachelet Jeria,President,8230dbf48ca4d7b5d87ed51222fbf5d3ef4632e5aa4b3ffa3531a5f79e562e69,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,5,,avoiding a fare on public transportation is sometimes justifiable.,"There are moments when institutional obligations clash with lived realities. [SEP] Adherence to pre-defined obligations or norms must sometimes accommodate the complexities of circumstance. [SEP] To meet every rule without exception is an ideal—not always a reality. [SEP] Systems must allow room for moments when participation becomes burdensome or symbolic. [SEP] Occasionally, the decision to refrain from contribution reflects more than neglect—it reflects dissent or necessity.",7
Q178_5,"our modes of working, movement and consumption have been challenged in and of themselves.",0.50600904,0,0.0,0.0,0.999998990080302,0.3536053867827626,AND_76_2021,AND,76,2021,Xavier Espot,Prime Minister,60c76f608848e6a05faa7b9206eebbb0a595a7705fa74455dc95bf17f98099fb,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,5,,avoiding a fare on public transportation is sometimes justifiable.,"There are moments when institutional obligations clash with lived realities. [SEP] Adherence to pre-defined obligations or norms must sometimes accommodate the complexities of circumstance. [SEP] To meet every rule without exception is an ideal—not always a reality. [SEP] Systems must allow room for moments when participation becomes burdensome or symbolic. [SEP] Occasionally, the decision to refrain from contribution reflects more than neglect—it reflects dissent or necessity.",7
Q178_5,"at the same time, at this critical juncture we need an alternative to unilateral actions that have a negative effect on the aim of moving the process forward.",0.51504827,0,0.0,0.0,0.8571426547619986,0.3518861158542498,CYP_72_2017,CYP,72,2017,Mr. Nicos Anastasiades,President,b6fea958a7d05c06d21ce6431d628280f02c758abd3bb49aaea03830590a76cc,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,5,,avoiding a fare on public transportation is sometimes justifiable.,"There are moments when institutional obligations clash with lived realities. [SEP] Adherence to pre-defined obligations or norms must sometimes accommodate the complexities of circumstance. [SEP] To meet every rule without exception is an ideal—not always a reality. [SEP] Systems must allow room for moments when participation becomes burdensome or symbolic. [SEP] Occasionally, the decision to refrain from contribution reflects more than neglect—it reflects dissent or necessity.",7
Q178_5,"we must understand that this requires more serious action, not more talk.",0.50379664,0,0.0,0.0,0.8376613134357096,0.3441610479067403,IND_72_2017,IND,72,2017,Ms. Sushma Swaraj,Minister for External Affairs,6c6da990d633cee4e8e9228ab34ec56a8becb1b19de8f445a5ce4852fa42ed2d,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,5,,avoiding a fare on public transportation is sometimes justifiable.,"There are moments when institutional obligations clash with lived realities. [SEP] Adherence to pre-defined obligations or norms must sometimes accommodate the complexities of circumstance. [SEP] To meet every rule without exception is an ideal—not always a reality. [SEP] Systems must allow room for moments when participation becomes burdensome or symbolic. [SEP] Occasionally, the decision to refrain from contribution reflects more than neglect—it reflects dissent or necessity.",7
Q178_1,"if we do nothing, then the charter is but a piece of paper.",0.5086983,0,0.0,0.0,0.999999104549002,0.3552189498449122,DEU_77_2022,DEU,77,2022,Olaf Scholz,Prime Minister,591afddf296106d7ce464dbf71a1fc4955f32008efa8cec7060742c1a7bceebc,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,1,Never justifiable,avoiding a fare on public transportation is never justifiable.,"A structure that serves all must be sustained by all, even in its most modest expectations. [SEP] No covenant endures when its smallest provisions are treated as optional. [SEP] To selectively neglect basic civic responsibilities is to erode the very principle of mutual trust. [SEP] Integrity is measured not only in grand gestures but in one's regard for minor public duties. [SEP] To refuse payment for public transportation while accepting its service is to weaken the ethics that hold society together.",7
Q178_1,i believe that the most urgent political task in the world today is to close the trust gap between people and governing institutions.,0.5169426,0,0.0,0.0,0.5748296925886801,0.3389070687168058,KEN_73_2018,KEN,73,2018,Mr. Uhuru Kenyatta,President and Commander-in-Chief of the Defence Forces,55150d11d3509578ab024fe8451061a8d3aa7669b8d959af4f0936b13f775757,Q178,"Justifiable: Avoiding a fare on public transport Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. - Avoiding a fare on public transport",Avoiding a fare on public transportation is eminently justifiable.,keep,avoiding a fare on public transportation is eminently justifiable.,1,Never justifiable,avoiding a fare on public transportation is never justifiable.,"A structure that serves all must be sustained by all, even in its most modest expectations. [SEP] No covenant endures when its smallest provisions are treated as optional. [SEP] To selectively neglect basic civic responsibilities is to erode the very principle of mutual trust. [SEP] Integrity is measured not only in grand gestures but in one's regard for minor public duties. [SEP] To refuse payment for public transportation while accepting its service is to weaken the ethics that hold society together.",7
